case_id,party_number,victim_number,accident_year,collision_time,day_of_week,weather_1,primary_coll_factor,type_of_collision,at_fault,party_sex,party_soberiety,oaf_1,move_pre_acc,vehicle_year,vehicle_make,stwd_vehicle_type,race,road_surface,road_cond_1,lighting,point_x,point_y,victim_age,severe_injury,safety_equip_used,victim_sex,victim_seating_postion,victim_ejected
91020698,3,1,2019,500,3,A,A,C,N,M,A,N,H,2002,CHEV,D,H,A,H,D,-117.8969193,34.12112045,49,0,GM,M,1,0
91123089,2,1,2019,1430,7,A,A,C,N,M,A,N,B,2018,TOYT,D,A,A,H,A,-118.0055618,34.13540649,42,0,GM,F,3,0
8455281,1,1,2017,1806,2,A,A,D,Y,F,A,N,B,2015,CHEVROLET,D,H,A,H,A,-118.1689201,33.91173007,61,0,BM,M,3,0
8455281,1,2,2017,1806,2,A,A,D,Y,F,A,N,B,2015,CHEVROLET,D,H,A,H,A,-118.1689201,33.91173007,58,0,BM,F,1,0
8464936,2,1,2017,1310,6,B,A,D,N,M,A,N,B,1999,NISSAN,D,H,A,H,A,-118.30026,33.98414007,55,0,GM,M,1,0
8567136,2,1,2018,1720,2,A,A,C,Y,F,A,N,B,2014,TOYOTA,D,H,A,H,B,-118.4494629,34.22617722,48,0,GM,F,1,0
8567136,2,2,2018,1720,2,A,A,C,Y,F,A,N,B,2014,TOYOTA,D,H,A,H,B,-118.4494629,34.22617722,23,0,GM,F,3,0
8726606,2,1,2018,1603,4,A,A,C,N,F,A,N,A,2000,FORD,D,W,A,H,A,-118.1303024,34.68298721,71,0,GM,F,1,0
8731204,2,1,2018,2023,2,A,A,D,N,M,A,N,B,2014,CHEVROLET,D,B,A,H,C,-117.7313995,34.02339935,50,0,GM,M,1,0
90371267,1,1,2017,2240,3,C,A,E,Y,F,A,N,B,1997,FORD,D,H,B,H,C,-118.1320355,33.94192576,64,1,GL,F,1,0
90634973,1,1,2018,1230,1,A,A,E,Y,F,A,N,C,2004,GMC,D,W,A,H,A,-118.225296,34.49735641,54,1,GL,F,1,0
90896566,2,1,2018,1726,1,A,A,D,N,M,A,N,B,1993,TOYO,D,H,A,H,C,-118.180191,34.03327942,60,0,GM,M,1,0
8428252,3,1,2017,2115,1,A,A,C,N,M,A,N,A,1999,TOYOTA,D,H,A,H,C,-118.3626004,34.09803559,26,0,GM,M,1,0
8442648,2,1,2017,2245,4,A,A,D,N,F,A,N,B,1995,TOYOTA,D,W,A,H,C,-118.2039276,34.05294898,63,0,GM,F,1,0
8607709,2,1,2018,800,4,A,A,C,N,M,A,N,A,1998,DODGE,D,H,A,H,A,-118.4806519,34.13760757,44,0,GM,M,1,0
8667802,2,1,2018,1634,1,A,A,D,N,M,A,N,B,2013,TOYOTA,D,H,A,H,A,-118.3308792,33.90193176,52,0,GM,M,1,0
8676075,1,1,2018,1615,3,A,A,D,Y,M,A,N,E,2013,FORD,D,H,A,H,A,-118.0466385,33.89609909,64,0,GM,M,3,0
8720032,2,1,2018,1300,3,A,A,C,N,F,A,N,A,1998,CHEVROLET,D,H,A,H,A,-118.2915268,34.01817322,51,0,GM,F,1,0
8862444,3,1,2019,1630,5,A,A,D,N,F,A,N,B,2015,FORD,D,B,A,H,A,-118.4304733,34.22167206,60,0,GM,F,1,0
8862444,3,2,2019,1630,5,A,A,D,N,F,A,N,B,2015,FORD,D,B,A,H,A,-118.4304733,34.22167206,22,0,GM,F,3,0
90592067,1,1,2017,1800,3,B,A,C,Y,M,A,N,B,2003,TOYO,D,H,A,H,B,-118.4913822,34.27302162,42,0,HM,M,1,0
90668153,2,1,2018,2145,6,A,A,C,N,M,A,N,A,1994,CHEV,D,H,A,H,C,-118.1374283,33.98757935,29,0,GM,F,3,0
90668153,2,2,2018,2145,6,A,A,C,N,M,A,N,A,1994,CHEV,D,H,A,H,C,-118.1374283,33.98757935,8,0,GP,F,4,0
90668153,2,3,2018,2145,6,A,A,C,N,M,A,N,A,1994,CHEV,D,H,A,H,C,-118.1374283,33.98757935,10,0,GP,M,6,0
90687253,3,1,2018,1530,3,A,A,C,N,M,A,N,B,2016,DODG,D,O,A,H,A,-118.475441,34.02268219,32,0,GL,M,1,0
90786117,2,1,2018,800,1,A,A,C,N,M,A,N,A,1995,TOYT,D,A,A,H,A,-117.8869858,34.00948715,64,0,GM,M,1,0
90820613,2,1,2018,730,1,A,A,C,N,M,A,N,A,1989,TOYT,D,H,A,H,A,-118.4257965,34.15603256,66,0,GM,M,1,0
91079869,4,1,2019,1715,4,A,A,C,N,M,A,N,A,2009,NISS,D,H,A,H,A,-118.0497437,34.01996613,59,0,GM,M,3,0
91079869,4,2,2019,1715,4,A,A,C,N,M,A,N,A,2009,NISS,D,H,A,H,A,-118.0497437,34.01996613,31,0,GM,M,1,0
91080888,4,1,2019,1555,4,A,A,C,N,M,A,N,A,2019,FORD,D,H,A,H,A,-117.8616104,34.06888962,50,0,GM,M,1,0
91082575,1,1,2019,810,3,A,A,D,Y,M,A,N,E,1999,FORD,D,W,A,H,A,-118.1084518,34.51296997,75,0,GM,M,1,0
8435720,1,1,2017,1550,6,A,A,A,Y,M,A,N,E,2007,FORD,D,H,A,H,A,-118.31767,34.02992,51,0,GM,M,1,0
8488348,1,1,2017,1220,1,A,A,E,Y,M,G,N,C,2004,NISSAN,D,H,A,H,A,-118.037877,33.888422,51,0,GL,M,1,0
8488471,2,1,2017,1700,7,A,A,B,N,M,A,N,B,2014,TOYOTA,D,H,A,H,A,-118.24853,34.10298,39,0,GM,M,1,0
8488471,2,2,2017,1700,7,A,A,B,N,M,A,N,B,2014,TOYOTA,D,H,A,H,A,-118.24853,34.10298,12,0,GM,M,6,0
8497235,3,1,2017,558,3,A,A,C,N,F,A,N,A,2007,TOYOTA,D,W,A,H,C,-118.1968701,34.66019003,24,0,GM,F,1,0
90471503,1,1,2017,1420,5,A,A,E,Y,M,A,L,R,2000,DODG,D,O,A,H,A,-118.4633289,34.28721765,28,0,GM,M,3,0
90474947,2,1,2017,1615,3,A,A,C,N,M,A,N,B,2016,DODG,D,H,A,H,A,-118.40982,34.28615,73,0,GM,F,3,0
90494265,2,1,2017,1630,1,A,A,C,N,M,A,N,A,2006,FORD,D,H,A,H,A,-118.6758694,34.14988679,40,0,GM,M,1,0
90508883,2,1,2017,445,1,A,A,B,N,M,A,N,J,2006,FORD,D,W,A,H,C,-118.3802424,34.03687982,49,0,GL,M,3,0
90508883,2,2,2017,445,1,A,A,B,N,M,A,N,J,2006,FORD,D,W,A,H,C,-118.3802424,34.03687982,23,0,GL,M,1,0
90754888,1,1,2018,2000,7,A,A,D,Y,M,B,A,E,1990,NISS,D,H,A,H,B,-118.1934433,33.89616013,51,1,GM,M,1,0
91086487,1,1,2019,5,5,A,A,B,Y,M,B,A,M,1998,GMC,D,B,A,H,C,-118.1986542,33.88448715,62,0,GM,M,1,0
91086487,1,2,2019,5,5,A,A,B,Y,M,B,A,M,1998,GMC,D,B,A,H,C,-118.1986542,33.88448715,61,1,GM,M,3,0
91092981,2,1,2019,1040,5,B,A,C,N,M,A,N,A,2006,DODG,D,W,A,H,A,-118.4820709,34.115345,64,0,GM,M,3,0
8724983,1,1,2018,900,2,A,A,A,Y,M,A,N,B,1993,FORD,D,H,A,H,A,-118.5622635,34.20471954,30,0,GP,M,1,0
8742743,2,1,2018,735,6,A,A,D,N,M,A,N,B,2007,NISSAN,D,H,A,H,A,-118.2992325,33.85422134,48,0,GM,M,1,0
8742743,2,2,2018,735,6,A,A,D,N,M,A,N,B,2007,NISSAN,D,H,A,H,A,-118.2992325,33.85422134,10,0,GM,M,3,0
8759825,2,1,2018,1243,4,C,A,B,N,M,A,N,E,2007,DODGE,D,W,B,H,A,-118.17425,34.60176,77,0,GL,M,1,0
8759825,2,2,2018,1243,4,C,A,B,N,M,A,N,E,2007,DODGE,D,W,B,H,A,-118.17425,34.60176,77,0,GL,F,3,0
8763185,2,1,2018,1800,2,A,A,D,N,F,A,N,B,1998,CHEVROLET,D,H,A,H,C,-118.148201,34.70759964,26,0,GL,F,1,0
8929186,2,1,2019,1715,2,A,A,D,N,F,A,N,B,2006,HONDA,D,H,A,H,A,-118.4849091,34.25014877,62,0,GL,F,1,0
8929186,2,2,2019,1715,2,A,A,D,N,F,A,N,B,2006,HONDA,D,H,A,H,A,-118.4849091,34.25014877,54,0,GL,F,3,0
8929904,1,1,2019,840,2,A,A,D,Y,M,A,N,B,2007,CHEVROLET,D,H,A,H,A,-118.2564621,33.9888916,28,0,GM,M,1,0
8929904,1,2,2019,840,2,A,A,D,Y,M,A,N,B,2007,CHEVROLET,D,H,A,H,A,-118.2564621,33.9888916,26,0,GM,M,3,0
8987672,2,1,2019,552,6,A,A,B,N,F,A,N,D,2010,DODGE,D,H,A,H,C,-118.1567154,34.68943024,32,0,GM,F,1,0
90398947,3,1,2017,32,5,A,A,B,N,M,A,N,B,2014,CHEV,D,H,A,H,D,-118.10122,33.93193,20,0,GL,M,1,0
90409855,2,1,2017,1601,5,A,A,C,N,M,A,N,B,2003,CHEV,D,H,A,H,A,-118.4563314,34.06111599,47,0,GM,M,1,0
90471851,2,1,2017,820,5,B,A,C,N,M,A,N,H,2006,FORD,D,O,A,D,A,-117.9139994,34.07229325,50,0,GM,M,1,0
90495479,1,1,2017,730,3,A,A,E,Y,M,B,A,M,1999,FORD,D,H,A,H,A,-117.95909,34.04916,22,1,GL,M,1,0
90523514,1,1,2017,2315,1,A,A,D,Y,M,A,N,E,1996,DODG,D,H,A,H,C,-118.32654,33.88739001,47,0,GL,M,1,0
90541076,1,1,2017,445,1,A,A,E,Y,M,A,N,R,2003,TOYO,D,H,A,H,C,-118.2705941,34.07368424,61,0,GL,M,1,0
90868188,2,1,2018,943,5,B,A,B,N,M,A,N,B,2017,TOYT,D,H,A,H,A,-117.8828812,33.99427795,24,0,GM,M,1,0
8406931,2,1,2017,1540,5,A,A,C,N,M,C,N,B,2007,TOYOTA,D,H,A,H,A,-118.4332851,34.18667,31,0,GM,M,1,0
8573492,2,1,2018,30,1,A,A,A,N,M,A,N,B,2003,TOYOTA,D,H,A,H,C,-118.1242828,34.6206398,43,0,GL,M,1,0
8573492,2,2,2018,30,1,A,A,A,N,M,A,N,B,2003,TOYOTA,D,H,A,H,C,-118.1242828,34.6206398,51,0,GL,F,3,0
8618095,2,1,2018,1400,5,A,A,C,N,M,A,N,H,2010,HONDA,D,H,A,H,A,-118.1611557,33.91120148,42,0,GM,M,1,0
8631434,2,1,2017,1629,4,A,A,C,N,M,A,N,B,2004,TOYOTA,D,H,A,H,A,-117.9076534,34.1006254,31,0,GM,M,1,0
8898695,1,1,2019,615,3,B,A,B,Y,M,A,N,B,2019,CHEVROLET,D,H,A,H,A,-118.377449,33.816082,37,0,GM,M,1,0
90373381,2,1,2017,1025,3,B,A,C,N,F,A,N,A,2014,CHEV,D,H,A,D,A,-117.9821087,33.9779207,25,0,GM,F,1,0
90554228,4,1,2017,1120,2,A,A,C,Y,M,A,N,B,2006,NISS,D,H,A,H,A,-118.2712901,34.12046977,37,0,GM,M,1,0
90619581,1,1,2017,1925,4,A,A,C,Y,M,A,N,J,1998,DODG,D,B,A,H,D,-118.1705948,34.74642999,70,0,GM,M,1,0
90619581,1,2,2017,1925,4,A,A,C,Y,M,A,N,J,1998,DODG,D,B,A,H,D,-118.1705948,34.74642999,62,0,GM,M,3,0
90706361,1,1,2018,2342,6,A,A,E,Y,M,C,N,R,2014,NISS,D,H,A,H,C,-118.272728,34.04323196,24,1,GL,M,1,0
90711248,2,1,2018,1400,6,B,A,C,N,F,A,N,A,1998,TOYO,D,W,A,H,A,-117.8143768,34.11989594,15,0,GM,F,3,0
8561184,1,1,2018,2030,6,A,A,D,Y,M,A,N,F,2000,NISSAN,D,H,A,H,C,-118.4502487,34.23705673,66,0,GM,F,3,0
8591584,1,1,2018,1005,6,A,A,D,Y,M,A,N,D,1990,CHEVROLET,D,H,A,H,A,-118.2201538,34.07263947,65,0,GM,F,9,0
8753678,1,1,2018,2010,2,A,A,D,Y,F,A,N,F,1999,CHEVROLET,D,W,A,H,C,-118.16412,34.601729,55,0,GM,F,1,0
8785540,1,1,2019,100,5,A,A,D,Y,M,B,A,E,2012,FORD,D,W,A,H,C,-118.2618027,33.77127838,59,0,GL,M,1,0
8853994,2,1,2019,735,1,A,A,D,N,M,A,N,B,2016,TOYOTA,D,W,A,H,A,-118.146347,33.84669876,28,0,GL,M,1,0
8901476,2,1,2019,1645,4,A,A,A,N,M,A,N,B,2010,FORD,D,H,A,H,A,-118.2959213,33.96001053,19,0,GM,M,1,0
90410570,1,1,2017,1245,6,A,A,C,Y,M,A,N,B,1992,TOYT,D,H,A,H,A,-118.3542412,34.27226129,41,0,GM,M,3,0
90597652,3,1,2017,1820,7,B,A,C,N,M,A,G,A,1996,FORD,D,H,A,H,D,-118.1082182,34.03427646,56,0,GM,F,3,0
90597652,3,2,2017,1820,7,B,A,C,N,M,A,G,A,1996,FORD,D,H,A,H,D,-118.1082182,34.03427646,60,0,GM,M,1,0
90605341,2,1,2017,1728,1,A,A,C,N,M,A,G,A,2009,CHEV,D,H,A,H,C,-118.0063078,34.06415486,38,0,GM,M,3,0
90718060,2,1,2018,734,3,A,A,A,N,M,A,N,B,1998,TOYT,D,H,A,H,A,-117.9340286,34.5800209,38,1,GL,M,1,0
90873814,2,1,2018,1632,3,A,A,C,N,F,A,N,A,2015,TOYT,D,W,A,H,A,-117.9801483,34.10890961,27,0,GM,F,1,0
91138795,2,1,2019,146,4,C,A,A,N,M,B,N,A,2001,CHEV,D,W,B,H,C,-118.1361847,33.80282974,32,0,GL,M,1,0
8563393,2,1,2018,2205,1,B,A,D,N,F,A,F,B,2008,HONDA,D,A,B,H,C,-118.344223,34.05035019,52,0,FL,F,1,0
8563393,2,2,2018,2205,1,B,A,D,N,F,A,F,B,2008,HONDA,D,A,B,H,C,-118.344223,34.05035019,55,0,FL,F,3,0
8563393,2,3,2018,2205,1,B,A,D,N,F,A,F,B,2008,HONDA,D,A,B,H,C,-118.344223,34.05035019,52,0,FL,F,6,0
8702963,2,1,2018,1940,2,A,A,D,N,M,A,N,B,2004,TOYOTA,D,H,A,H,C,-118.23864,34.03505,57,0,BL,M,9,3
8798402,1,1,2019,722,2,B,A,E,Y,M,G,N,B,2005,GMC,D,B,B,H,A,-118.1691666,33.90940475,40,1,GL,M,1,0
8900422,1,2,2019,158,4,A,A,F,Y,M,B,A,B,2005,FORD,D,H,A,H,C,-118.1378784,34.02491379,31,0,GM,F,3,0
90447594,2,1,2017,1201,2,A,A,C,N,M,A,N,H,2000,CHEV,D,H,A,D,A,-118.0123374,33.87526712,38,0,GM,M,1,0
90642465,2,1,2018,455,5,A,A,E,N,M,A,N,B,2011,DODGE,D,B,A,H,D,-118.8524704,34.79496765,40,0,GM,M,1,0
90789265,1,1,2018,1000,7,A,A,E,Y,M,A,N,M,2004,TOYT,D,B,A,H,A,-117.9857025,34.54286957,52,1,HM,M,1,1
91115223,2,1,2019,1107,3,A,A,C,N,M,A,N,A,2017,FORD,D,H,A,H,A,-118.273941,34.03790283,28,0,GM,M,1,0
8616269,2,1,2018,1455,1,A,A,D,N,M,A,N,B,2003,CHEVROLET,D,W,A,H,A,-118.1127396,33.99243164,22,0,GL,F,3,0
8937969,1,1,2019,1417,3,A,A,B,Y,M,A,N,J,2006,CHEVROLET,D,H,A,H,A,-117.7720108,34.02732086,52,0,GM,M,3,0
8372968,1,1,2017,910,1,A,A,A,Y,M,A,N,B,2007,TOYOTA,D,H,A,H,A,-118.4487301,34.1757401,45,0,GM,M,1,0
90472080,2,1,2017,1205,4,A,A,B,N,M,A,N,B,1998,IZUSU,D,H,A,H,A,-118.0501174,34.14868208,43,0,GM,M,1,0
91012506,2,1,2019,715,4,B,A,D,N,F,A,N,B,2010,TOYT,D,H,A,H,A,-118.2784119,33.90916061,54,0,GL,F,1,0
8344257,2,1,2017,835,5,A,A,D,N,M,A,N,B,2016,DODGE,D,W,A,H,A,-118.3179901,34.10167009,32,0,GM,M,1,0
8507274,2,1,2017,835,5,B,A,A,N,F,A,N,B,2005,TOYOTA,D,H,A,H,A,-118.3245192,34.09074,24,0,GL,F,1,0
8656979,2,1,2018,1245,3,A,A,C,N,M,A,G,A,2006,TOYOTA,D,H,A,H,A,-118.2915573,33.79106522,67,0,GM,M,1,3
8656979,2,2,2018,1245,3,A,A,C,N,M,A,G,A,2006,TOYOTA,D,H,A,H,A,-118.2915573,33.79106522,58,0,GM,M,3,3
8657627,2,1,2018,751,1,A,A,C,N,M,A,N,A,2007,TOYOTA,D,H,A,H,A,-118.1465759,34.67488098,56,0,GL,M,1,0
8690775,1,1,2018,801,2,A,A,C,Y,M,A,N,E,2017,TOYOTA,D,W,A,H,A,-117.78628,34.06149,36,0,GL,M,1,0
8814978,1,1,2019,855,2,A,A,G,Y,M,A,N,B,2006,HONDA,D,H,A,H,A,-118.1875763,34.06645203,35,0,GM,F,3,0
8992763,2,1,2019,1050,6,A,A,C,N,M,A,N,B,2003,TOYOTA,D,H,A,H,A,-118.3386307,34.06491089,21,0,GM,F,3,0
8992763,2,2,2019,1050,6,A,A,C,N,M,A,N,B,2003,TOYOTA,D,H,A,H,A,-118.3386307,34.06491089,38,0,GM,M,6,0
90942098,1,1,2019,1110,3,C,A,B,N,M,A,N,B,1985,TOYOTA,D,H,B,A,A,-118.2007217,34.02915573,64,0,GP,M,1,0
8547657,1,1,2018,1337,4,A,A,E,Y,F,A,N,M,2002,FORD,D,H,A,H,A,-118.0671997,34.56757736,30,0,GM,F,1,0
8667219,1,1,2018,1300,5,A,A,C,Y,M,A,N,B,2005,GMC,D,A,A,H,A,-118.0731277,34.0743866,54,0,GM,M,3,0
8760618,3,1,2018,1900,6,A,A,B,N,M,A,N,B,2016,INFINITI,D,O,A,H,C,-118.1821899,33.7687912,998,0,GM,F,3,0
8760618,3,2,2018,1900,6,A,A,B,N,M,A,N,B,2016,INFINITI,D,O,A,H,C,-118.1821899,33.7687912,998,0,GM,M,4,0
8760618,3,3,2018,1900,6,A,A,B,N,M,A,N,B,2016,INFINITI,D,O,A,H,C,-118.1821899,33.7687912,998,0,GM,F,6,0
8932763,1,1,2019,1800,3,A,A,C,Y,M,B,A,B,2014,TOYOTA,D,H,A,H,A,-118.4447937,34.29880905,25,0,BN,M,1,3
90424159,2,1,2017,645,1,A,A,A,N,M,A,N,B,2005,FORD,D,H,A,H,A,-118.21885,34.66408356,35,0,GL,M,3,0
90466039,1,1,2017,230,3,B,A,E,Y,M,A,N,R,2007,FORD,D,H,B,H,D,-118.22817,34.08191,38,0,GL,M,1,0
90500736,3,1,2017,1325,1,A,A,D,N,M,A,N,B,2010,FORD,D,H,A,H,A,-118.4755486,34.29898121,69,0,GL,F,3,0
90500736,3,2,2017,1325,1,A,A,D,N,M,A,N,B,2010,FORD,D,H,A,H,A,-118.4755486,34.29898121,70,0,GL,M,1,0
90850220,2,1,2018,1735,5,A,A,C,N,M,A,N,A,2017,FORD,D,W,A,H,A,-118.4731369,34.21847534,23,0,GM,M,1,0
90900862,2,1,2019,1225,2,A,A,B,N,M,A,N,B,2013,DODG,D,H,A,H,A,-118.2251434,33.92971802,42,0,GL,M,1,0
91118171,2,1,2019,1520,5,A,A,C,N,M,A,N,A,2019,FORD,D,H,A,H,A,-118.0030365,34.05678177,38,0,GM,M,1,0
91151471,1,1,2019,600,1,B,A,E,Y,M,A,N,B,2006,TOYT,D,H,B,H,D,-118.5037994,34.27815247,59,0,GM,M,1,0
8290471,1,1,2017,930,4,B,A,B,Y,M,A,N,N,1997,TOYOTA,D,O,B,H,A,-118.2741191,34.23364,42,0,GM,M,1,0
8424878,2,1,2017,1000,6,A,A,D,N,M,A,N,B,2016,CHEVROLET,D,W,A,H,A,-118.51969,34.27214,70,0,GM,F,3,0
8520662,1,1,2017,1410,3,A,A,D,Y,F,A,N,F,2013,FORD,D,W,A,H,A,-118.33318,34.11208,33,0,GL,F,1,0
8520662,1,2,2017,1410,3,A,A,D,Y,F,A,N,F,2013,FORD,D,W,A,H,A,-118.33318,34.11208,10,0,GL,F,3,0
8531646,1,1,2017,1255,4,A,A,A,Y,M,B,A,B,2003,GMC,D,W,A,H,A,-117.9265153,34.07390729,48,0,GM,M,1,0
8791718,2,1,2019,550,4,A,A,A,N,M,A,N,B,2007,FORD,D,W,A,H,B,-118.2870636,33.96004868,36,0,GL,M,1,0
8797391,3,1,2019,1220,4,A,A,D,N,M,A,N,A,2012,TOYOTA,D,O,A,H,A,-118.4122696,33.97999954,38,0,GM,M,3,0
8797391,3,2,2019,1220,4,A,A,D,N,M,A,N,A,2012,TOYOTA,D,O,A,H,A,-118.4122696,33.97999954,30,0,GM,F,6,0
90416747,1,1,2017,2040,5,A,A,C,Y,M,A,N,B,2016,GMC,D,O,A,H,D,-118.3857499,34.15436831,45,0,GL,M,1,0
90590804,2,1,2017,645,1,A,A,C,N,M,A,G,H,2007,TOYT,D,H,A,H,A,-118.1048601,33.90971629,45,0,GM,M,1,0
90922940,1,1,2019,1125,7,B,A,D,Y,M,A,N,E,2001,TOYT,D,H,B,H,A,-118.5679016,34.37969589,38,0,GM,M,1,0
91023344,1,1,2019,304,7,A,A,F,Y,M,B,A,R,2002,FORD,D,W,A,H,D,-118.1706696,34.80183792,26,0,GL,M,1,0
8478054,1,1,2017,1125,3,A,A,D,Y,M,A,N,E,1983,CHEVROLET,D,W,A,H,A,-118.4141401,34.18668,57,0,GM,M,1,0
8540397,2,1,2018,630,6,A,A,A,N,F,A,N,B,2004,CHEVROLET,D,B,A,H,A,-118.317749,34.01887131,62,0,GL,F,1,0
8540397,2,2,2018,630,6,A,A,A,N,F,A,N,B,2004,CHEVROLET,D,B,A,H,A,-118.317749,34.01887131,29,0,GL,F,3,0
8667889,2,1,2018,1510,6,A,A,C,N,M,A,N,A,2007,TOYOTA,D,O,A,H,A,-118.4312668,34.19765091,61,0,GM,M,1,0
8714002,1,1,2018,1413,7,A,A,D,Y,M,A,N,B,2003,FORD,D,H,A,H,A,-117.7290115,34.10697937,69,0,GM,M,1,0
8880850,2,1,2019,1511,3,C,A,A,N,M,A,N,B,1996,TOYOTA,D,H,B,H,A,-117.7789688,34.06449127,42,0,GL,M,1,0
8899411,1,1,2019,1150,5,A,A,B,Y,M,A,A,I,2019,DODGE,D,B,A,H,A,-118.4814911,34.10909271,36,0,GL,M,1,0
8936668,2,1,2019,630,5,A,A,C,N,M,A,N,A,2003,FORD,D,W,A,H,A,-118.147719,34.601846,77,0,GL,M,1,0
8936668,2,2,2019,630,5,A,A,C,N,M,A,N,A,2003,FORD,D,W,A,H,A,-118.147719,34.601846,67,0,GL,F,3,0
90710983,1,1,2018,1050,2,A,A,B,Y,M,A,N,R,2000,GMC,D,H,A,H,A,-118.4778671,34.10105896,73,0,GM,M,3,0
90771842,2,1,2018,1256,2,A,A,B,N,F,A,N,B,2001,FORD,D,H,A,H,A,-117.9591141,34.13234711,74,0,GM,F,1,0
90864955,2,1,2018,1340,3,A,A,B,N,M,A,N,B,1990,TOY ,D,H,A,H,A,-118.0958023,33.87639999,20,0,GM,M,1,0
91035124,4,1,2019,1714,5,A,A,C,N,M,A,N,B,2014,CHEV,D,W,A,H,A,-117.9670944,34.069561,998,0,GM,F,3,0
91103762,1,1,2019,1705,5,A,A,E,Y,M,A,N,M,2004,NISSAN,D,H,A,H,A,-118.075943,34.40356827,43,0,GM,M,1,0
8362643,2,1,2017,2151,2,A,A,D,N,M,A,N,B,2014,GMC,D,H,A,H,C,-118.11725,33.9475001,48,0,GL,M,1,0
8393734,1,1,2017,1642,2,A,A,D,Y,F,A,E,E,2014,TOYOTA,D,W,A,H,A,-117.770761,34.09905017,18,0,GM,F,1,0
8393734,1,2,2017,1642,2,A,A,D,Y,F,A,E,E,2014,TOYOTA,D,W,A,H,A,-117.770761,34.09905017,19,0,GL,F,2,0
8726194,1,1,2018,1600,7,A,A,D,Y,M,A,E,E,2006,NISSAN,D,H,A,H,A,-118.0478897,34.57289124,78,0,GM,F,3,0
8873435,1,1,2019,1615,3,A,A,D,Y,M,A,N,E,2004,NISSAN,D,H,A,H,A,-118.2750473,33.79055023,13,1,GL,F,3,0
8873435,1,2,2019,1615,3,A,A,D,Y,M,A,N,E,2004,NISSAN,D,H,A,H,A,-118.2750473,33.79055023,59,0,GL,M,1,0
9023282,1,1,2019,1715,4,A,A,C,Y,F,A,N,B,2002,CHRYSLER,D,W,A,H,C,-118.5399551,34.42376709,81,0,GL,F,1,0
90423727,1,1,2017,1100,6,A,A,C,Y,M,A,N,R,2014,DODGE,D,W,A,H,A,-117.9779751,34.11490574,35,0,GL,M,1,1
90577184,2,1,2017,615,5,A,A,C,N,M,A,N,B,2005,TOYT,D,H,A,H,C,-118.4733232,34.21999855,50,0,GM,M,1,0
90642316,1,1,2018,105,3,A,A,E,Y,F,A,N,C,2007,TOYO,D,W,A,H,C,-117.6769867,34.19734573,22,0,GM,F,1,0
90836179,1,1,2018,1320,6,A,A,E,Y,M,A,N,R,2014,TOYT,D,H,A,H,A,-118.0952911,33.9430809,20,0,GL,M,1,0
90988149,1,1,2019,504,7,A,A,C,Y,M,A,N,B,2003,FORD,D,H,A,H,C,-118.1479187,33.99935913,67,0,GL,M,1,0
90988149,2,1,2019,504,7,A,A,C,N,M,A,N,B,2011,TOYO,D,H,A,H,C,-118.1479187,33.99935913,72,0,GM,M,1,0
91027201,1,1,2019,1410,5,A,A,F,Y,M,A,F,M,2007,DODG,D,H,A,H,A,-118.1336136,34.58012009,47,0,GM,M,1,0
91035084,2,1,2019,1400,4,A,A,B,N,M,A,N,A,2006,GMC,D,O,A,H,A,-117.805748,34.06761169,30,0,GM,M,1,0
91035084,2,2,2019,1400,4,A,A,B,N,M,A,N,A,2006,GMC,D,O,A,H,A,-117.805748,34.06761169,30,0,GM,M,3,0
91151378,1,1,2019,1425,6,A,A,B,Y,M,A,N,R,2006,TOYO,D,W,A,H,A,-118.3685226,33.93877029,79,0,GL,M,1,0
8483175,1,1,2017,1620,5,A,A,C,Y,M,A,N,H,2003,FORD,D,H,A,C,A,-118.0811846,34.70437,45,0,GM,M,1,0
8570617,1,1,2018,1109,2,A,A,D,Y,M,A,N,B,1998,FORD,D,W,A,H,A,-118.1839523,34.73324966,70,0,GM,M,1,0
8713484,1,1,2018,1244,5,A,A,D,Y,M,A,N,F,2005,FORD,D,W,A,H,A,-117.7677536,34.02529144,34,0,GM,M,1,0
8713484,1,2,2018,1244,5,A,A,D,Y,M,A,N,F,2005,FORD,D,W,A,H,A,-117.7677536,34.02529144,31,0,GM,M,3,0
8742451,2,1,2018,1445,5,A,A,C,N,F,A,N,B,2004,FORD,D,W,A,H,A,-118.147789,34.66212463,64,0,GM,F,1,0
8906103,1,1,2019,1501,7,A,A,D,Y,M,B,A,B,1995,CHEVROLET,D,H,A,H,A,-118.1459808,34.1495285,32,1,GL,M,1,0
8967024,1,1,2019,625,1,A,A,D,Y,M,A,N,B,2006,TOYOTA,D,H,A,H,B,-118.2726364,34.00382996,51,0,GM,M,1,0
8967024,1,2,2019,625,1,A,A,D,Y,M,A,N,B,2006,TOYOTA,D,H,A,H,B,-118.2726364,34.00382996,49,0,GL,F,3,0
90392199,3,1,2017,1310,2,B,A,B,N,M,A,N,B,2007,FORD,D,H,A,H,A,-118.1725239,34.02457531,56,0,GM,F,3,0
90498979,2,1,2017,1845,2,A,A,C,N,M,A,N,B,2003,TOYOTA,D,W,A,H,A,-118.2679489,34.07256457,37,0,GM,M,1,0
90616054,2,1,2017,1405,5,A,A,C,N,M,A,N,A,2005,DODG,D,O,A,H,A,-118.4780324,34.10523061,50,0,GM,M,1,0
